lon,lat,ï..EIN,NAME,STREET,ZIP,SUBSECTION,CLASSIFICATION,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME,NTEE,codes,ZIP_FIVE,Location
-76.612616,39.29818,562530732,TOASTMASTERS INTERNATIONAL,707 N CALVERT ST,21202-3601,3,2000,0,0,0,N500,819742 HIGHWAY MASTERS CLUB,N,"Recreation, Sports, Leisure, Athletics",21202,"707 N CALVERT ST, BALTIMORE, MD, 21202"
-76.6304293,39.2876602,520391710,LITHUANIAN HALL ASSOCIATION INC,851 HOLLINS ST # 853,21201-1003,3,1000,99834,199410,134998,N500,NA,N,"Recreation, Sports, Leisure, Athletics",21201,"851 HOLLINS ST # 853, BALTIMORE, MD, 21201"
-76.5858022,39.2887314,200010997,POLISH COMMUNITY ASSOCIATION OF MARYLAND,221 S COLLINGTON AVE,21231-2628,3,2000,60517,35068,-7275,N52,NA,N,"Recreation, Sports, Leisure, Athletics",21231,"221 S COLLINGTON AVE, BALTIMORE, MD, 21231"
-76.6121893,39.2903848,452868460,FULLERTON FIREWORKS FOUNDATION INC,PO BOX 19433,21206-0433,3,1000,0,0,0,N52,NA,N,"Recreation, Sports, Leisure, Athletics",21206,"PO BOX 19433, BALTIMORE, MD, 21206"
-76.6299968,39.3490217,201756433,NORTH BALTIMORE WRESTLING CLUB INC,4705 KESWICK RD,21210-2322,3,2000,0,0,0,N60,NA,N,"Recreation, Sports, Leisure, Athletics",21210,"4705 KESWICK RD, BALTIMORE, MD, 21210"
-76.64030989999999,39.3324058,264694067,CHARM CITY YOUTH LACROSSE LEAGUE INC,1500 UNION AVE,21211-1974,3,1000,30382,276950,276950,N60,NA,N,"Recreation, Sports, Leisure, Athletics",21211,"1500 UNION AVE, BALTIMORE, MD, 21211"
-76.5766676,39.2855989,342003516,CHESAPEAKE WOMENS RUGBY FOOTBALL CLUB INC,518 S STREEPER ST,21224-3829,3,1000,0,0,0,N60,NA,N,"Recreation, Sports, Leisure, Athletics",21224,"518 S STREEPER ST, BALTIMORE, MD, 21224"
-76.7331787,39.3385705,473212134,AMATEUR ATHLETIC UNION OF THE UNITED STATES,6832 YATARUBA DR,21207-5670,3,1200,NA,NA,NA,N60,BALTIMORE COUGARS,N,"Recreation, Sports, Leisure, Athletics",21207,"6832 YATARUBA DR, BALTIMORE, MD, 21207"
-76.6419052,39.2621328,475135630,AMATEUR ATHLETIC UNION OF THE UNITED STATES INC,2424 HOLLINS FERRY RD,21230-3073,3,1200,NA,NA,NA,N60,SOUTH BALTIMORE YOUTH ASSOCIATION,N,"Recreation, Sports, Leisure, Athletics",21230,"2424 HOLLINS FERRY RD, BALTIMORE, MD, 21230"
-76.5656949,39.3295021,475469149,BEYOND THE GAME INC,4129 EIERMAN AVE,21206-6318,3,1000,0,0,0,N60,NA,N,"Recreation, Sports, Leisure, Athletics",21206,"4129 EIERMAN AVE, BALTIMORE, MD, 21206"
-76.59506999999999,39.347829,611680540,AMATEUR ATHLETIC UNION OF THE UNITED STATES INC,1304 PENTRIDGE RD,21239-3944,3,1200,0,0,0,N60,MARYLAND AAU DISTRICT AQUATICS,N,"Recreation, Sports, Leisure, Athletics",21239,"1304 PENTRIDGE RD, BALTIMORE, MD, 21239"
-76.5879005,39.2210146,800914546,CURTIS BAY ATHLETIC ASSOCIATION INC,1603 CEDDOX ST,21226-1414,3,1000,0,0,0,N60,NA,N,"Recreation, Sports, Leisure, Athletics",21226,"1603 CEDDOX ST, BALTIMORE, MD, 21226"
-76.80492129999999,39.4010432,811780957,AMATEUR ATHLETIC UNION OF THE UNITED STATES INC,9411 HANNAHS MILL DR 205,21207-0000,3,1200,NA,NA,NA,N60,LIBERTY DREAM BASKETBALL,N,"Recreation, Sports, Leisure, Athletics",21207,"9411 HANNAHS MILL DR 205, BALTIMORE, MD, 21207"
-76.6211893,39.3054756,813478235,BALTIMORE FLAMINGOS RUGBY FOOTBALL CLUB,1111 PARK AVE APT 1121,21201-5622,3,1000,NA,NA,NA,N60,NA,N,"Recreation, Sports, Leisure, Athletics",21201,"1111 PARK AVE APT 1121, BALTIMORE, MD, 21201"
-76.64725000000001,39.3614103,830375458,MARYLAND FIGURE SKATING INC,1210 W NORTHERN PKWY,21209-3715,3,1200,96091,138085,138085,N60,BALTIMORE FIGURE SKATING CLUB,N,"Recreation, Sports, Leisure, Athletics",21209,"1210 W NORTHERN PKWY, BALTIMORE, MD, 21209"
-76.5935772,39.2829207,562641098,THE GREENE TURTLE LACROSSE CLUB FELLS POINT,722 S BROADWAY,21231-3481,4,1000,40698,223330,223330,N60,NA,N,"Recreation, Sports, Leisure, Athletics",21231,"722 S BROADWAY, BALTIMORE, MD, 21231"
-76.5652705,39.2824595,271502376,BALTIMORE AREA TRIATHLON CLUB INC,3723 HUDSON ST,21224-5232,7,1000,0,0,0,N60,NA,N,"Recreation, Sports, Leisure, Athletics",21224,"3723 HUDSON ST, BALTIMORE, MD, 21224"
-76.52949699999999,39.2881,521774798,PARKVILLE SOCCER CLUB INC,502 45TH ST,21224-3025,3,1200,NA,NA,NA,N60,NA,N,"Recreation, Sports, Leisure, Athletics",21224,"502 45TH ST, BALTIMORE, MD, 21224"
-76.5665686,39.2810077,521931294,COUNT PROGRAM FOUNDATION INC,3600 ODONNELL ST STE 805,21224-5264,3,1000,644836,190626,NA,N60Z,NA,N,"Recreation, Sports, Leisure, Athletics",21224,"3600 ODONNELL ST STE 805, BALTIMORE, MD, 21224"
-76.6910655,39.3745258,274721295,SUNDAY BASEBALL LEAGUE INC,2833 SMITH AVENUE SUITE 223,21209-1426,3,1000,0,0,0,N62,NA,N,"Recreation, Sports, Leisure, Athletics",21209,"2833 SMITH AVENUE SUITE 223, BALTIMORE, MD, 21209"
-76.72532,39.322071,300603339,TOGETHER EVERY1 ACHIEVES MORE INC,2115 GWYNN OAK AVE,21207-6004,3,1000,365954,1739915,1739915,N62,NA,N,"Recreation, Sports, Leisure, Athletics",21207,"2115 GWYNN OAK AVE, BALTIMORE, MD, 21207"
-76.6659933,39.2415021,450472817,LEADERSHIP THROUGH ATHLETIC INC,2900 HAMMONDS FERRY RD,21227-3142,3,1000,1876367,400706,377988,N62,GRACE F,N,"Recreation, Sports, Leisure, Athletics",21227,"2900 HAMMONDS FERRY RD, BALTIMORE, MD, 21227"
-76.5198066,39.3422857,550810415,BALTIMORE BLUE CLAWS BASEBALL CLUB INC,5941 DAYBREAK TER,21206-2205,3,2000,697,0,0,N63,NA,N,"Recreation, Sports, Leisure, Athletics",21206,"5941 DAYBREAK TER, BALTIMORE, MD, 21206"
-76.62911849999999,39.2840812,465368978,NEXT LEVEL SOCCER LIMITED,316 SCOTT ST,21230-2105,3,1200,0,0,0,N64,NEXT LEVEL SOCCER,N,"Recreation, Sports, Leisure, Athletics",21230,"316 SCOTT ST, BALTIMORE, MD, 21230"
-76.6011236,39.3469534,320526909,AMERICAN YOUTH FOOTBALL INC,4613 CRADDOCK AVE,21212-4652,3,1000,NA,NA,NA,N65,E BALTIMORE UNITED BILLS YOUTH FOOT,N,"Recreation, Sports, Leisure, Athletics",21212,"4613 CRADDOCK AVE, BALTIMORE, MD, 21212"
-76.57899570000001,39.2949219,455335058,GOLDEN JACKALS YOUTH FOOTBALL AND CHEER,205 N LAKEWOOD AVE,21224-1111,3,1000,0,0,0,N65,GOLDEN JACKALS YOUTH FOOTBALL AND C,N,"Recreation, Sports, Leisure, Athletics",21224,"205 N LAKEWOOD AVE, BALTIMORE, MD, 21224"
-76.7536373,39.2950268,800794093,FIRST AND TEN COWBOYS,1346 N ROLLING RD,21228-2704,3,1000,NA,NA,NA,N65,NA,N,"Recreation, Sports, Leisure, Athletics",21228,"1346 N ROLLING RD, BALTIMORE, MD, 21228"
-76.57312660000001,39.2918252,811674008,AMERICAN YOUTH FOOTBALL INC,11 S ELLWOOD AVE,21224-2242,3,1000,NA,NA,NA,N65,SOUTHEAST WARHAWKS,N,"Recreation, Sports, Leisure, Athletics",21224,"11 S ELLWOOD AVE, BALTIMORE, MD, 21224"
-76.6121893,39.2903848,900678392,COLDSPRING LANE NITEHAWKS,PO BOX 41662,21203-6662,3,1000,0,25348,25348,N65,NA,N,"Recreation, Sports, Leisure, Athletics",21203,"PO BOX 41662, BALTIMORE, MD, 21203"
-76.4992087,39.3353256,471196873,PALM TENNIS INTERNATIONAL FEDERATION,6701 GOLDEN RING RD,21237-2102,3,2100,0,0,0,N66,NA,N,"Recreation, Sports, Leisure, Athletics",21237,"6701 GOLDEN RING RD, BALTIMORE, MD, 21237"
-76.74152029999999,39.2599117,813623894,BITMORE LACROSSE INC,1312 MCCURLEY AVE,21228-5829,3,1000,NA,NA,NA,N66,NA,N,"Recreation, Sports, Leisure, Athletics",21228,"1312 MCCURLEY AVE, BALTIMORE, MD, 21228"
-76.71839000000001,39.343618,204237074,BALTIMORE CITY SWIM CLUB PARENTASSOCIATION TEAM,3727 PATTERSON AVE,21207-6319,3,1000,3809,6983,6983,N67,NA,N,"Recreation, Sports, Leisure, Athletics",21207,"3727 PATTERSON AVE, BALTIMORE, MD, 21207"
-76.63662699999999,39.312668,814592363,PAST THE POND INC,2346 EUTAW PL APT 2,21217-3775,3,2000,0,0,0,N67,NA,N,"Recreation, Sports, Leisure, Athletics",21217,"2346 EUTAW PL APT 2, BALTIMORE, MD, 21217"
-76.6979573,39.2884793,421642491,UMBC MARYLAND MASTERS SWIM CLUB,419 NOTTINGHAM RD,21229-2439,7,1000,0,0,0,N67,NA,N,"Recreation, Sports, Leisure, Athletics",21229,"419 NOTTINGHAM RD, BALTIMORE, MD, 21229"
-76.6701475,39.370859,520908170,MT WASHINGTON SWIMMING CLUB INC,PO BOX 5333,21209-0333,7,1000,459459,177874,172125,N67,NA,N,"Recreation, Sports, Leisure, Athletics",21209,"PO BOX 5333, BALTIMORE, MD, 21209"
-76.6004272,39.2740472,521867434,DOWNTOWN SAILING CENTER INC,1425 KEY HWY,21230-5115,3,1200,742879,777299,741145,N67,NA,N,"Recreation, Sports, Leisure, Athletics",21230,"1425 KEY HWY, BALTIMORE, MD, 21230"
-76.56523419999999,39.2817938,521189578,BALTIMORE OPERATION SAIL LTD,3720 DILLON STREET 2ND FLOOR,21224-5202,3,1200,198626,136703,136703,N67Z,NA,N,"Recreation, Sports, Leisure, Athletics",21224,"3720 DILLON STREET 2ND FLOOR, BALTIMORE, MD, 21224"
-76.6354952,39.3566383,521099589,MARINER SWIM CLUB INC,PO BOX 5625,21210-0625,3,1000,185303,332505,332505,N67Z,NA,N,"Recreation, Sports, Leisure, Athletics",21210,"PO BOX 5625, BALTIMORE, MD, 21210"
-76.6322062,39.3495078,261684171,HARFORD HOCKEY ORGANIZATION INC,322 HAWTHORNE RD,21210-2303,3,1000,75181,202260,191100,N68,NA,N,"Recreation, Sports, Leisure, Athletics",21210,"322 HAWTHORNE RD, BALTIMORE, MD, 21210"
-76.6970595,39.2744967,473737113,SWING 2 SOAR,615 CHARRAWAY RD,21229-4404,3,1200,NA,NA,NA,N6A,NA,N,"Recreation, Sports, Leisure, Athletics",21229,"615 CHARRAWAY RD, BALTIMORE, MD, 21229"
-76.5666476,39.2829793,473921930,ANDREW MACIEY FOUNDATION DBA ROUND OF A LIFETIME FOUNDATION,827 S CONKLING ST,21224-4304,3,1000,0,0,0,N6A,NA,N,"Recreation, Sports, Leisure, Athletics",21224,"827 S CONKLING ST, BALTIMORE, MD, 21224"
-76.5785878,39.3727105,521371304,BALTIMORE MUNICIPAL GOLF CORPORATION,6131 HILLEN RD,21239-2443,3,1200,5191895,6832239,6614376,N6AZ,NA,N,"Recreation, Sports, Leisure, Athletics",21239,"6131 HILLEN RD, BALTIMORE, MD, 21239"
-76.53999999999999,39.42,521076669,ROAD RUNNERS OF AMERICA,PO BOX 9825,21284-9825,3,0,154906,75208,75208,N6XZ,BALTIMORE ROAD RUNNERS CLUB,N,"Recreation, Sports, Leisure, Athletics",21284,"PO BOX 9825, BALTIMORE, MD, 21284"
-76.5292434,39.2585121,161727253,UNITED STATES BOWLING CONGRESS INC,258 BALTIMORE AVE,21222-4205,3,1000,13924,57112,56135,N70,83923 BALTIMORE USBC WBA,N,"Recreation, Sports, Leisure, Athletics",21222,"258 BALTIMORE AVE, BALTIMORE, MD, 21222"
-76.7364168,39.34267579999999,261682487,UNITED STATES BODYBUILDING FEDERATION - SANCTIONING AUTHORITY,3506 ESSEX RD,21207-4506,3,1000,0,0,0,N70,USBF-SA,N,"Recreation, Sports, Leisure, Athletics",21207,"3506 ESSEX RD, BALTIMORE, MD, 21207"
-76.5839953,39.2938324,454445468,BALTIMORE WASHINGTON EAGLES FOOTBALL CLUB,127 N BRADFORD ST,21224-1037,3,1200,0,0,0,N70,NA,N,"Recreation, Sports, Leisure, Athletics",21224,"127 N BRADFORD ST, BALTIMORE, MD, 21224"
-76.7398971,39.3320982,473177372,SWING 4 MORE INC,2116 HOLDER AVE SUITE 101,21207-4423,3,1000,0,0,0,N70,T-ROYS SWING 4 MORE BASEBALL PROGR,N,"Recreation, Sports, Leisure, Athletics",21207,"2116 HOLDER AVE SUITE 101, BALTIMORE, MD, 21207"
-76.6380899,39.3100537,522118412,UMAR BOXING PROGRAM INC,1217 W NORTH AVENUE 2ND FLOOR,21217-3535,3,1200,79190,145311,116320,N70,NA,N,"Recreation, Sports, Leisure, Athletics",21217,"1217 W NORTH AVENUE 2ND FLOOR, BALTIMORE, MD, 21217"
-76.72934579999999,39.3181715,753148388,THE FULLER FAMILY FOUNDATION INC,6408 LEHNERT ST,21207-5273,3,1000,0,0,0,N70,NA,N,"Recreation, Sports, Leisure, Athletics",21207,"6408 LEHNERT ST, BALTIMORE, MD, 21207"
-76.583072,39.29268,811152527,CHARM CITY VOLLEYBALL FOUNDATION INC,21 N MONTFORD AVE,21224-1051,3,1000,0,0,0,N70,CHARM CITY VOLLEYBALL,N,"Recreation, Sports, Leisure, Athletics",21224,"21 N MONTFORD AVE, BALTIMORE, MD, 21224"
-76.5292434,39.2585121,900230404,UNITED STATES BOWLING CONGRESS INC,258 BALTIMORE AVE,21222-4205,3,1000,37038,41159,41159,N70,81551 GR BALTIMORE USBC BA,N,"Recreation, Sports, Leisure, Athletics",21222,"258 BALTIMORE AVE, BALTIMORE, MD, 21222"
-76.7339346,39.3867461,521326177,MARYLAND STATE GOLF ASSOCIATION,1777 REISTERSTOWN RD STE 145,21208-1318,3,2000,776711,1293481,1282130,N70,NA,N,"Recreation, Sports, Leisure, Athletics",21208,"1777 REISTERSTOWN RD STE 145, BALTIMORE, MD, 21208"
-76.6725836,39.2509146,237089144,SPECIAL OLYMPICS MARYLAND INC,3701 COMMERCE DR STE 103,21227-1651,3,1000,2567215,6002734,4092749,N72Z,NA,N,"Recreation, Sports, Leisure, Athletics",21227,"3701 COMMERCE DR STE 103, BALTIMORE, MD, 21227"
-76.6792636,39.3815787,263790702,GREATER PIKESVILLE RECREATION COUNCIL INC,6920 DIANA RD,21209-1527,3,1000,764576,1142365,1142365,N99,NA,N,"Recreation, Sports, Leisure, Athletics",21209,"6920 DIANA RD, BALTIMORE, MD, 21209"
-76.61061939999999,39.2725248,274544909,13THGIRL INC,1501 BYRD ST,21230-4521,3,1200,0,0,0,N99,13THGIRL FOUNDATION,N,"Recreation, Sports, Leisure, Athletics",21230,"1501 BYRD ST, BALTIMORE, MD, 21230"
-76.528117,39.3437397,463560920,MARYLAND UNITED FUTBOL INC,5823 WESTWOOD AVE,21206-2153,3,1000,0,0,0,N99,NA,N,"Recreation, Sports, Leisure, Athletics",21206,"5823 WESTWOOD AVE, BALTIMORE, MD, 21206"
-76.64390139999999,39.3332171,522229194,BALTIMORE ALKIDO INC,1750 UNION AVE STE C,21211-1407,3,1000,28911,45571,NA,N99,NA,N,"Recreation, Sports, Leisure, Athletics",21211,"1750 UNION AVE STE C, BALTIMORE, MD, 21211"
-76.6194517,39.3644597,611739681,CHESAPEAKE BAY WEST HIGHLAND WHITE TERRIER CLUB,205 CHURCHWARDENS RD,21212-2937,3,2000,NA,NA,NA,N99,NA,N,"Recreation, Sports, Leisure, Athletics",21212,"205 CHURCHWARDENS RD, BALTIMORE, MD, 21212"
-76.6121893,39.2903848,760813009,VELOCIPEDE BIKE PROJECT,PO BOX 22562,21203-4562,3,1200,49194,19094,17042,N99,NA,N,"Recreation, Sports, Leisure, Athletics",21203,"PO BOX 22562, BALTIMORE, MD, 21203"
-76.5844784,39.3709848,861144597,YOUTH SPORTS PROGRAM,1429 LIMIT AVE,21239-1730,3,2000,740,110660,110660,N99,NA,N,"Recreation, Sports, Leisure, Athletics",21239,"1429 LIMIT AVE, BALTIMORE, MD, 21239"
-76.6155026,39.2997931,522147148,SAFE AND SOUND BALTIMORES CAMPAIGN FOR CHILDREN AND YOUTH INC,2 EAST READ STREET,21202-2470,3,1000,99019,818263,818263,O01,NA,O,Youth Development,21202,"2 EAST READ STREET, BALTIMORE, MD, 21202"
-76.58223699999999,39.3611453,814438058,FLAME OF FIRE MINISTRIES,1627 WALTERSWOOD RD,21239-2422,3,1270,0,0,0,O01,NA,O,Youth Development,21239,"1627 WALTERSWOOD RD, BALTIMORE, MD, 21239"
-76.6235361,39.2905303,61710518,COMMUNITY LAW IN ACTION INC,520 W FAYETTE ST,21201-1781,3,2100,84456,398720,394380,O025,NA,O,Youth Development,21201,"520 W FAYETTE ST, BALTIMORE, MD, 21201"
-76.67480499999999,39.3338483,452475456,BARBARA JORDAN ACADEMY,3606 BELLE AVE,21215-6102,3,1000,0,0,0,O11,NA,O,Youth Development,21215,"3606 BELLE AVE, BALTIMORE, MD, 21215"
-76.57609649999999,39.3085104,474267656,GREATER PARADISE CENTER OF HOPE,2900 E OLIVER ST,21213-3915,3,1000,NA,NA,NA,O11,NA,O,Youth Development,21213,"2900 E OLIVER ST, BALTIMORE, MD, 21213"
-76.542729,39.290478,526042656,BUDDIES INCORPORATED,301 ELRINO ST,21224-2721,3,1200,382063,91210,19276,O110,NA,O,Youth Development,21224,"301 ELRINO ST, BALTIMORE, MD, 21224"
-76.70072619999999,39.3052779,342007841,BALTIMORE CHESAPEAKE BAY OUTWARD BOUND SCHOOL INC,1900 EAGLE DR,21207-7353,3,1000,5073949,2665445,2597453,O12,NA,O,Youth Development,21207,"1900 EAGLE DR, BALTIMORE, MD, 21207"
-76.5737804,39.2790642,204141841,NESHAMINY CREEK FOUNDATION,3001 ELLIOTT ST,21224-4905,3,1000,3620,1746,1746,O124,NA,O,Youth Development,21224,"3001 ELLIOTT ST, BALTIMORE, MD, 21224"
-76.59403669999999,39.3592412,134298014,CAMPEXCEL,5657 THE ALAMEDA,21239-2738,3,1200,0,0,0,O20,NA,O,Youth Development,21239,"5657 THE ALAMEDA, BALTIMORE, MD, 21239"
-76.6121893,39.2903848,201918175,RECYCLED LOVE INC,PO BOX 65060,21209-0060,3,1000,2168,24808,24808,O20,NA,O,Youth Development,21209,"PO BOX 65060, BALTIMORE, MD, 21209"
-76.685322,39.352677,463838287,STEPPING STONES TO A SUCCESSFUL LIFE FOUNDATION INC,5616 PARK HTS AVE,21215-3969,3,2000,283,4100,4100,O20,NA,O,Youth Development,21215,"5616 PARK HTS AVE, BALTIMORE, MD, 21215"
-76.45347149999999,39.2510335,464491061,DIVINE YOUNG WOMEN WITH PURPOSE INC,4615 SANDWOOD RD,21219-2371,3,1200,0,0,0,O20,DIVINE YOUNG WOMEN WITH PURPOSE,O,Youth Development,21219,"4615 SANDWOOD RD, BALTIMORE, MD, 21219"
-76.7324347,39.3980954,473158630,MISSIONFIT,8564 LEISURE HILL DR,21208-1740,3,1200,25148,43142,43142,O20,NA,O,Youth Development,21208,"8564 LEISURE HILL DR, BALTIMORE, MD, 21208"
-76.599238,39.3610169,474087829,PM MINISTRIES INC,1032 EVESHAM AVE,21212-3207,3,1200,NA,NA,NA,O20,NA,O,Youth Development,21212,"1032 EVESHAM AVE, BALTIMORE, MD, 21212"
-76.6055616,39.3128636,474678643,EXCELLENCE & AMBITION INC,920 E 20TH ST,21218-6308,3,1200,0,0,0,O20,NA,O,Youth Development,21218,"920 E 20TH ST, BALTIMORE, MD, 21218"
-76.6117749,39.3601309,475323768,TEAM 42 LACROSSE LLC,334 SAINT DUNSTANS RD,21212-3516,3,2000,0,0,0,O20,JAMIE SEWARD SOLE MBR,O,Youth Development,21212,"334 SAINT DUNSTANS RD, BALTIMORE, MD, 21212"
-76.61399899999999,39.28930099999999,522005674,CENTER FOR MIND & ESTEEM DEVELOPMENT INC,10 LIGHT STREET,21202-1435,3,1000,0,63e3,63e3,O20,NA,O,Youth Development,21202,"10 LIGHT STREET, BALTIMORE, MD, 21202"
-76.6509647,39.2858522,522083718,RILEY HAWKINS AVENGERS FOUNDATION INC,156 S CALVERTON RD,21223-2108,3,1200,0,0,0,O20,NA,O,Youth Development,21223,"156 S CALVERTON RD, BALTIMORE, MD, 21223"
-76.5411795,39.356199,814406386,KIDS OF CHARACTER,6427 WALTHER AVE UNIT A,21206-1732,3,1000,0,0,0,O20,NA,O,Youth Development,21206,"6427 WALTHER AVE UNIT A, BALTIMORE, MD, 21206"
-76.7192784,39.2961386,821784294,TOGETHER WE CAN YOUTH AND COMMUNITY INITATIVE INC,1542 N FOREST PARK AVE,21207-4924,3,1250,0,0,0,O20,NA,O,Youth Development,21207,"1542 N FOREST PARK AVE, BALTIMORE, MD, 21207"
-76.6181203,39.3040023,521762334,MARYLAND CHAPTER OF THE AMERICAN ACADEMY OF PEDIATRICS FOUNDATION,1211 CATHEDRAL ST,21201-5516,3,1000,0,0,0,O20Z,NA,O,Youth Development,21201,"1211 CATHEDRAL ST, BALTIMORE, MD, 21201"
-76.7817097,39.3621659,521780026,TALENT EXPOSITION FOUNDATION INC PROJECT DESTINY OF HOPE,8629 LIBERTY RD STE LLR,21133-0000,3,1200,39366,39366,39366,O20Z,NA,O,Youth Development,21133,"8629 LIBERTY RD STE LLR, BALTIMORE, MD, 21133"
-76.56695239999999,39.3635367,521983347,MADISON SQUARE BUCS INNER CITY YOUTH PROGRAM INC,6304 TRAMORE RD,21214-1143,3,1200,NA,NA,NA,O21,NA,O,Youth Development,21214,"6304 TRAMORE RD, BALTIMORE, MD, 21214"
-76.5577752,39.3249561,261631242,BACK TO BASICS GIRLS INC,4327 PLAINFIELD AVE,21206-6623,3,1000,0,0,0,O22,BTB GIRLS,O,Youth Development,21206,"4327 PLAINFIELD AVE, BALTIMORE, MD, 21206"
-76.5808785,39.3560901,273260075,BEAUTIFUL BUTTERFLIES INCORPORATED,1815 SWANSEA RD,21239-3633,3,1000,0,0,0,O22,BEAUTIFUL BUTTERFLIES,O,Youth Development,21239,"1815 SWANSEA RD, BALTIMORE, MD, 21239"
-76.5960261,39.37175269999999,461469195,ANGELS IN DISGUISE,1106 WALKER AVE,21239-1738,3,1270,0,0,0,O22,NA,O,Youth Development,21239,"1106 WALKER AVE, BALTIMORE, MD, 21239"
-76.61649560000001,39.2970405,264371125,BOYS & GIRLS CLUBS OF METROPOLITAN BALTIMORE,11 W MOUNT VERNON PL,21201-5103,3,1000,384464,1551955,1544679,O23,NA,O,Youth Development,21201,"11 W MOUNT VERNON PL, BALTIMORE, MD, 21201"
-76.63298999999999,39.3743731,261547942,SHARON ANN GROSE EDUCATIONAL GROUP INC,6107 BELLINHAM CT,21210-1103,3,2100,1010,56602,56602,O30,NA,O,Youth Development,21210,"6107 BELLINHAM CT, BALTIMORE, MD, 21210"
-76.66026610000002,39.3387458,272255571,MAE ORGANIZATION INC,2523 PARK HEIGHTS TERRACE,21215-7053,3,1200,0,0,0,O30,NA,O,Youth Development,21215,"2523 PARK HEIGHTS TERRACE, BALTIMORE, MD, 21215"
-76.68169619999999,39.3416271,272613157,ONE MORE ONE LESS MENTORING INC,PO BOX 2625,21215-0003,3,1200,0,0,0,O30,NA,O,Youth Development,21215,"PO BOX 2625, BALTIMORE, MD, 21215"
-76.6157222,39.3021734,454806364,RHO TAU LAMBDA FOUNDATION INC,1 E CHASE STREET,21202-2526,3,1000,0,0,0,O30,NA,O,Youth Development,21202,"1 E CHASE STREET, BALTIMORE, MD, 21202"
-76.59266600000001,39.34165,463954353,INHERITANCE INC,4213 LOCH RAVEN BLVD,21218-1409,3,1000,NA,NA,NA,O30,INHERITANCE,O,Youth Development,21218,"4213 LOCH RAVEN BLVD, BALTIMORE, MD, 21218"
-76.60539899999999,39.296365,473688604,DUAL ACADEMY OF LEARNING INC,514 ENSOR ST,21202-4111,3,2000,0,0,0,O30,NA,O,Youth Development,21202,"514 ENSOR ST, BALTIMORE, MD, 21202"
-76.528961,39.352593,812322709,THE NEW LIFE WORLDWIDE FAITH MINISTRIES INC,4313 KOLB AVE,21206-2022,3,1270,NA,NA,NA,O30,NA,O,Youth Development,21206,"4313 KOLB AVE, BALTIMORE, MD, 21206"
-76.69403779999999,39.3442183,813473822,ELLE MENTORING,4518 N ROGERS AVE,21215-4215,3,1200,0,0,0,O30,NATALIE DANIELS SOLE MBR,O,Youth Development,21215,"4518 N ROGERS AVE, BALTIMORE, MD, 21215"
-76.586851,39.3052213,830343052,KEYS DEVELOPMENT INC,1201 N COLLINGTON AVE,21213-3320,3,2000,100689,251017,251017,O30,NA,O,Youth Development,21213,"1201 N COLLINGTON AVE, BALTIMORE, MD, 21213"
-76.6121893,39.2903848,522318834,ROOTS OF SCOUTING INC,PO BOX 41577,21203-6577,3,1000,0,0,0,O40,NA,O,Youth Development,21203,"PO BOX 41577, BALTIMORE, MD, 21203"
-76.6277783,39.321379,520591572,BOY SCOUTS OF AMERICA,701 WYMAN PARK DR,21211-2805,3,1200,14339246,9131654,5259108,O410,220 BALTIMORE AREA COUNCIL,O,Youth Development,21211,"701 WYMAN PARK DR, BALTIMORE, MD, 21211"
-76.7089345,39.343109,520780207,GIRL SCOUTS OF CENTRAL MARYLAND INC,4806 SETON DRIVE,21215-3247,3,1200,17019663,7723890,5605973,O42Z,NA,O,Youth Development,21215,"4806 SETON DRIVE, BALTIMORE, MD, 21215"
-76.70346599999999,39.33801700000001,262643906,J KNIGHT FOUNDATION,3813 BOWERS AVE,21207-7006,3,2000,0,0,0,O5,CHRISTOPHER R BELIN MBR,O,Youth Development,21207,"3813 BOWERS AVE, BALTIMORE, MD, 21207"
-76.600166,39.3023669,43797469,SUCCESS THROUGH PARTNERSHIPS INC,1021 N CENTRAL AVE,21202-5503,3,2100,1,0,0,O50,NA,O,Youth Development,21202,"1021 N CENTRAL AVE, BALTIMORE, MD, 21202"
-76.6239423,39.2635174,134204788,CHRISTIAN FELLOWSHIP BASKETBALL LEAGUE,PO BOX 6495,21230-0495,3,1000,0,0,0,O50,NA,O,Youth Development,21230,"PO BOX 6495, BALTIMORE, MD, 21230"
-76.66339169999999,39.3336882,141913788,NEW VISION YOUTH SERVICES INC,3939 REISTERSTOWN RD STE 204,21215-7601,3,1000,127934,1000259,1000259,O50,NA,O,Youth Development,21215,"3939 REISTERSTOWN RD STE 204, BALTIMORE, MD, 21215"
-76.6282378,39.3391015,161682580,BALTIMORE KIDS CHESS LEAGUE INC,653 W UNIVERSITY PKWY,21210-2907,3,1000,68554,129112,129112,O50,NA,O,Youth Development,21210,"653 W UNIVERSITY PKWY, BALTIMORE, MD, 21210"
-76.55611499999999,39.399968,200896889,TENDER BRIDGE INC,8711 EDDINGTON ROAD,21234-3523,3,2000,0,0,0,O50,NA,O,Youth Development,21234,"8711 EDDINGTON ROAD, BALTIMORE, MD, 21234"
-76.7323445,39.3883759,202383556,FRIENDS OF TROOP 35 INC,2 RESERVOIR CIRCLE SUITE,21208-6393,3,1000,0,0,0,O50,NA,O,Youth Development,21208,"2 RESERVOIR CIRCLE SUITE, BALTIMORE, MD, 21208"
